,Department,GEO,Role,Percent_Remote,last_evaluation,number_project,average_montly_hours,time_spend_company,left_Company,promotion_last_5years,salary,LinkedIn_Hits,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,Sensor_StepCount,Sensor_Heartbeat(Average/Min),Sensor_Proximity(1-highest/10-lowest),EMP_Sat_Remote_Mean,EMP_Engagement_Mean
2050,IT,Japan,Level 1,0.4,0.51,3,196,2,0,1,medium,63,4,5,1,1,3582,90,7,2.4,4.2
2051,Warehouse,France,Level 1,0.4,0.51,3,218,2,0,0,medium,49,2,2,1,1,2041,77,6,2.4,4.2
2052,Operations,Turkey,Level 1,0.4,0.51,3,124,3,0,0,low,32,2,1,1,1,1397,65,7,2.4,4.2
2053,Sales,Australia,Level 1,0.4,0.51,5,196,3,0,0,low,18,1,2,1,1,3037,87,8,2.4,4.2
2054,Finance,Colombia,Level 1,0.4,0.51,2,178,3,0,0,low,65,2,1,1,1,1891,63,8,2.4,4.2
2055,Human Resources,France,VP,0.4,0.51,6,190,5,0,1,medium,49,4,5,2,2,2739,87,7,2.4,4.2
2056,IT,Colombia,Senior Director,0.4,0.51,4,137,4,0,1,medium,20,4,1,2,2,1605,87,6,2.4,4.2
2057,Warehouse,China,Senior Director,0.4,0.51,3,237,4,0,0,high,12,1,2,2,1,2416,76,8,2.4,4.2
2058,Operations,UK,Senior Director,0.4,0.51,3,243,2,0,0,low,15,2,2,1,1,2844,75,8,2.4,4.2
2059,Sales,US,Director,0.4,0.51,4,213,3,0,0,medium,6,1,2,2,2,3270,78,8,2.4,4.2
2060,Finance,Colombia,Director,0.4,0.51,4,173,3,0,0,low,51,2,1,1,1,1910,85,9,2.4,4.2
2061,Human Resources,Korea,Director,0.4,0.51,2,284,2,0,0,low,18,2,1,2,1,3356,76,6,2.4,4.2
2062,IT,Japan,Director,0.4,0.51,3,203,2,0,0,medium,37,1,1,2,1,2511,79,10,2.4,4.2
2063,Warehouse,Australia,Director,0.4,0.51,3,256,3,0,0,low,41,1,1,2,2,3318,80,8,2.4,4.2
2064,Operations,Korea,Director,0.4,0.51,2,163,2,0,0,low,18,2,1,1,2,1373,71,9,2.4,4.2
2065,Sales,Australia,Senior Manager,0.4,0.51,3,169,4,0,0,low,51,2,2,2,1,1638,74,7,2.4,4.2
2066,Finance,US,Senior Manager,0.4,0.51,4,242,3,0,0,medium,16,1,2,1,1,3410,76,10,2.4,4.2
2067,Human Resources,Japan,Senior Manager,0.4,0.51,3,265,3,0,0,low,57,2,1,1,1,3933,80,8,2.4,4.2
2068,IT,China,Senior Manager,0.4,0.51,3,230,3,0,0,medium,30,2,2,1,1,2274,76,7,2.4,4.2
2069,Warehouse,Korea,Senior Manager,0.4,0.51,4,184,2,0,0,low,7,1,1,2,1,2555,89,6,2.4,4.2
2070,Operations,UK,Senior Manager,0.4,0.51,5,286,3,0,0,low,52,2,2,1,1,3612,76,10,2.4,4.2
2071,Sales,Australia,Senior Manager,0.4,0.51,4,241,4,0,0,medium,47,1,2,1,1,3906,77,8,2.4,4.2
2072,Finance,France,Senior Manager,0.4,0.51,5,258,2,0,0,low,23,2,1,2,2,2562,79,10,2.4,4.2
2073,Human Resources,UK,Senior Manager,0.4,0.51,6,163,6,0,0,low,18,2,1,2,2,1945,85,7,2.4,4.2
2074,IT,Colombia,Senior Manager,0.4,0.51,4,247,2,0,0,low,58,2,2,1,1,3568,76,10,2.4,4.2
2075,Warehouse,UK,Senior Manager,0.4,0.51,6,227,2,0,0,low,27,2,1,2,1,3915,79,9,2.4,4.2
2076,Operations,Turkey,Senior Manager,0.4,0.51,4,152,4,0,0,high,9,1,1,2,1,1212,88,9,2.4,4.2
2077,Sales,France,Manager,0.4,0.51,4,249,5,0,0,medium,36,2,1,1,2,2431,77,6,2.4,4.2
2078,Finance,Turkey,Manager,0.4,0.51,4,271,2,0,0,low,14,1,1,2,1,3238,78,7,2.4,4.2
2079,Human Resources,UK,Manager,0.4,0.51,5,221,3,0,0,low,36,2,2,2,1,2793,80,8,2.4,4.2
2080,IT,France,Manager,0.4,0.51,3,176,2,0,0,low,52,2,1,1,1,1665,66,6,2.4,4.2
2081,Warehouse,US,Manager,0.4,0.51,4,237,3,0,0,low,29,1,1,1,2,3119,78,10,2.4,4.2
2082,Operations,UK,Manager,0.4,0.51,5,149,3,0,0,medium,51,1,2,2,2,1187,86,6,2.4,4.2
2083,Sales,Colombia,Manager,0.4,0.51,3,120,6,0,0,medium,52,1,2,2,2,1123,67,9,2.4,4.2
2084,Finance,Korea,Manager,0.4,0.51,2,232,4,0,0,high,22,1,1,2,2,2179,80,7,2.4,4.2
2085,Human Resources,Australia,Manager,0.4,0.51,2,176,3,0,0,high,9,1,2,2,1,1770,64,8,2.4,4.2
2086,IT,UK,Manager,0.4,0.51,4,140,2,0,0,low,1,1,2,1,1,1836,90,8,2.4,4.2
2087,Warehouse,Turkey,Manager,0.4,0.51,2,182,3,0,0,low,59,1,2,1,1,2155,85,7,2.4,4.2
2088,Operations,Colombia,Manager,0.4,0.51,4,175,3,0,0,low,20,1,1,2,1,1994,88,6,2.4,4.2
2089,Sales,UK,Manager,0.4,0.51,5,158,3,0,0,medium,10,2,2,1,1,1908,88,9,2.4,4.2
2090,Finance,Japan,Manager,0.4,0.51,6,194,4,0,0,medium,9,2,1,1,1,3707,87,10,2.4,4.2
2091,Human Resources,Australia,Manager,0.4,0.51,3,249,3,0,0,medium,59,2,1,1,1,2523,75,8,2.4,4.2
2092,IT,France,Manager,0.4,0.51,2,100,2,0,0,low,50,1,1,1,1,1189,70,10,2.4,4.2
2093,Warehouse,UK,Manager,0.4,0.51,4,142,4,0,0,low,43,2,1,1,1,1716,88,10,2.4,4.2
2094,Operations,UK,Manager,0.4,0.51,5,256,4,0,0,low,43,2,2,1,2,2321,77,7,2.4,4.2
2095,Sales,France,Manager,0.4,0.51,6,272,5,0,0,medium,49,1,2,1,2,2813,78,9,2.4,4.2
2096,Finance,France,Manager,0.4,0.51,3,172,3,0,0,medium,19,1,2,1,1,1294,64,8,2.4,4.2
2097,Human Resources,Japan,Manager,0.4,0.51,5,259,4,0,0,low,65,1,1,2,1,3995,78,8,2.4,4.2
2098,IT,France,Manager,0.4,0.51,4,174,2,0,0,medium,3,1,2,2,1,1395,87,9,2.4,4.2
2099,Warehouse,Colombia,Level 2-4,0.4,0.51,4,208,2,0,0,low,64,2,1,1,1,2800,75,9,2.4,4.2
2100,Operations,France,Level 2-4,0.4,0.51,5,222,4,0,0,low,20,2,1,2,2,2858,77,9,2.4,4.2
2101,Sales,Colombia,Level 2-4,0.4,0.51,3,210,2,0,0,low,28,1,2,2,2,3296,77,9,2.4,4.2
2102,Finance,US,Level 2-4,0.4,0.51,3,272,3,0,0,medium,62,2,1,1,1,3810,79,9,2.4,4.2
2103,Human Resources,Turkey,Level 2-4,0.4,0.51,3,244,2,0,0,medium,2,2,2,1,2,3010,75,9,2.4,4.2
2104,IT,Japan,Level 2-4,0.4,0.51,4,229,2,0,0,low,19,1,2,1,2,2369,78,6,2.4,4.2
2105,Warehouse,Japan,Level 2-4,0.4,0.51,2,120,3,0,0,low,13,2,2,2,1,1520,61,7,2.4,4.2
2106,Operations,UK,Level 2-4,0.4,0.51,3,247,2,0,0,medium,1,2,2,2,1,2323,80,9,2.4,4.2
2107,Sales,US,Level 2-4,0.4,0.51,3,162,2,0,0,medium,26,1,1,2,2,1461,62,9,2.4,4.2
2108,Finance,Korea,Level 2-4,0.4,0.51,3,201,2,0,0,low,63,1,2,1,1,2604,78,10,2.4,4.2
2109,Human Resources,China,Level 2-4,0.4,0.51,3,274,2,0,0,medium,50,1,1,2,2,2695,79,8,2.4,4.2
2110,IT,Turkey,Level 2-4,0.4,0.51,4,153,4,0,0,low,28,2,1,1,1,1394,85,9,2.4,4.2
2111,Warehouse,Australia,Level 2-4,0.4,0.51,5,152,3,0,0,medium,17,2,1,1,1,1674,88,10,2.4,4.2
2112,Operations,Korea,Level 2-4,0.4,0.51,5,159,6,0,0,medium,62,1,2,1,1,1660,88,10,2.4,4.2
2113,Sales,Turkey,Level 2-4,0.4,0.51,5,259,5,0,0,medium,28,2,2,1,1,3621,75,8,2.4,4.2
2114,Finance,Australia,Level 2-4,0.4,0.51,4,141,3,0,0,medium,6,1,2,1,1,1313,89,8,2.4,4.2
2115,Human Resources,US,Level 2-4,0.4,0.51,3,185,2,0,0,medium,17,1,1,1,1,3883,89,6,2.4,4.2
2116,IT,US,Level 2-4,0.4,0.51,3,105,3,0,0,medium,6,1,2,1,1,1427,68,8,2.4,4.2
2117,Warehouse,Japan,Level 2-4,0.4,0.51,4,215,3,0,0,high,47,2,2,2,2,2137,78,8,2.4,4.2
2118,Operations,US,Level 2-4,0.4,0.51,2,126,3,0,0,medium,16,2,2,2,1,1484,75,10,2.4,4.2
2119,Sales,Japan,Level 2-4,0.4,0.51,4,274,2,0,0,medium,3,1,2,1,1,3431,78,10,2.4,4.2
2120,Finance,US,Level 2-4,0.4,0.51,6,105,4,0,0,high,2,2,1,1,1,1489,86,8,2.4,4.2
2121,Human Resources,Australia,Level 2-4,0.4,0.51,3,223,2,0,0,medium,15,1,1,2,1,2938,79,9,2.4,4.2
2122,IT,France,Level 2-4,0.4,0.51,3,192,3,0,0,medium,44,2,1,2,1,2446,87,8,2.4,4.2
2123,Warehouse,Japan,Level 2-4,0.4,0.51,3,190,4,0,0,low,26,2,1,1,1,2886,90,10,2.4,4.2
2124,Operations,Colombia,Level 2-4,0.4,0.51,4,181,3,0,0,low,55,1,1,1,2,2497,89,7,2.4,4.2
2125,Sales,Australia,Level 2-4,0.4,0.51,2,166,3,0,0,medium,7,2,2,2,1,1180,64,9,2.4,4.2
2126,Finance,Japan,Level 2-4,0.4,0.51,3,242,3,0,0,medium,45,2,1,2,1,3743,79,8,2.4,4.2
2127,Human Resources,France,Level 2-4,0.4,0.51,3,224,4,0,0,medium,50,1,1,1,1,3720,80,10,2.4,4.2
2128,IT,Colombia,Level 2-4,0.4,0.51,4,167,3,0,0,medium,14,2,1,2,1,1983,88,8,2.4,4.2
2129,Warehouse,Turkey,Level 2-4,0.4,0.51,4,141,3,0,0,low,61,1,1,1,2,1976,90,7,2.4,4.2
2130,Operations,US,Level 2-4,0.4,0.51,3,243,2,0,0,low,39,1,1,1,2,2714,80,6,2.4,4.2
2131,Sales,Turkey,Level 2-4,0.4,0.51,4,201,4,0,0,low,24,2,2,2,2,3810,80,10,2.4,4.2
2132,Finance,Turkey,Level 2-4,0.4,0.51,3,207,3,0,0,medium,25,2,2,1,2,2559,78,8,2.4,4.2
2133,Human Resources,Colombia,Level 2-4,0.4,0.51,4,223,2,0,0,low,57,2,1,2,2,3645,78,6,2.4,4.2
2134,IT,UK,Level 2-4,0.4,0.51,4,103,4,0,0,low,10,1,1,2,2,1059,89,9,2.4,4.2
2135,Warehouse,Australia,Level 2-4,0.4,0.51,3,126,6,0,0,low,6,1,1,2,2,1302,71,10,2.4,4.2
2136,Operations,UK,Level 2-4,0.4,0.51,4,189,3,0,0,low,11,1,2,1,1,3735,89,9,2.4,4.2
2137,Sales,France,Level 2-4,0.4,0.51,3,254,4,0,0,medium,3,1,1,1,2,2588,76,6,2.4,4.2
2138,Finance,Colombia,Level 2-4,0.4,0.51,5,142,2,0,0,low,1,2,1,2,1,1034,86,6,2.4,4.2
2139,Human Resources,Japan,Level 2-4,0.4,0.51,3,273,2,0,0,low,12,2,2,2,2,3100,78,10,2.4,4.2
2140,IT,US,Level 2-4,0.4,0.51,3,156,3,0,0,medium,57,1,1,2,2,1493,69,6,2.4,4.2
2141,Warehouse,US,Level 2-4,0.4,0.51,5,232,3,0,0,medium,9,1,2,2,1,2958,80,7,2.4,4.2
2142,Operations,China,Level 2-4,0.4,0.51,4,141,3,0,0,low,62,1,2,1,2,1451,89,8,2.4,4.2
2143,Sales,China,Level 2-4,0.4,0.51,5,198,3,0,0,low,29,2,2,2,2,2400,88,6,2.4,4.2
2144,Finance,Australia,Level 2-4,0.4,0.51,3,159,3,0,0,low,9,2,1,2,2,1299,65,10,2.4,4.2
2145,Human Resources,Japan,Level 2-4,0.4,0.51,2,254,5,0,0,medium,53,2,1,2,2,3276,79,7,2.4,4.2
2146,IT,US,Level 2-4,0.4,0.51,4,199,3,0,0,low,27,2,1,1,2,2490,87,9,2.4,4.2
2147,Warehouse,France,Level 2-4,0.4,0.51,2,145,5,0,0,medium,49,1,2,1,2,1910,72,8,2.4,4.2
2148,Operations,Turkey,Level 2-4,0.4,0.51,2,123,3,0,0,medium,3,1,2,2,2,1088,65,10,2.4,4.2
2149,Sales,UK,Level 2-4,0.4,0.51,4,229,6,0,0,high,13,2,2,1,1,3964,78,10,2.4,4.2
2150,Finance,France,Level 2-4,0.4,0.51,3,241,6,0,0,low,42,1,2,1,2,2464,78,7,2.4,4.2
2151,Human Resources,US,Level 2-4,0.4,0.51,3,192,3,0,0,low,53,2,2,2,2,2408,88,8,2.4,4.2
2152,IT,UK,Level 2-4,0.4,0.51,5,205,2,0,0,medium,54,2,2,2,1,2808,80,9,2.4,4.2
2153,Warehouse,UK,Level 2-4,0.4,0.51,5,274,4,0,0,medium,61,1,2,1,1,3750,79,10,2.4,4.2
2154,Operations,Japan,Level 2-4,0.4,0.51,3,185,3,0,0,medium,18,2,2,2,2,2227,90,6,2.4,4.2
2155,Sales,Korea,Level 2-4,0.4,0.51,3,151,2,0,0,medium,58,1,2,1,1,1518,71,7,2.4,4.2
2156,Finance,France,Level 2-4,0.4,0.51,6,213,3,0,0,medium,52,1,1,2,2,3483,75,6,2.4,4.2
2157,Human Resources,China,Level 2-4,0.4,0.51,5,134,3,0,0,high,43,2,1,1,2,1850,86,7,2.4,4.2
2158,IT,Turkey,Level 2-4,0.4,0.51,5,258,3,0,0,high,30,1,1,2,2,3523,77,8,2.4,4.2
2159,Warehouse,China,Level 2-4,0.4,0.51,5,139,6,0,0,low,52,1,2,1,2,1407,90,7,2.4,4.2
2160,Operations,Colombia,Level 2-4,0.4,0.51,2,271,3,0,0,medium,26,1,2,2,2,2213,75,10,2.4,4.2
2161,Sales,UK,Level 2-4,0.4,0.51,4,202,3,0,0,medium,31,2,2,1,1,2809,75,8,2.4,4.2
2162,Finance,China,Level 1,0.4,0.51,4,177,3,0,0,low,37,1,1,2,2,1690,85,9,2.4,4.2
2163,Human Resources,Colombia,Level 1,0.4,0.51,4,225,3,0,0,medium,1,2,2,2,1,2910,75,6,2.4,4.2
2164,IT,Colombia,Level 1,0.4,0.51,2,153,3,0,0,high,52,2,1,1,1,1217,69,8,2.4,4.2
2165,Warehouse,Colombia,Level 1,0.4,0.51,4,185,3,0,0,high,4,1,2,2,1,2648,86,8,2.4,4.2
2166,Operations,Turkey,Level 1,0.4,0.51,2,146,3,0,0,low,2,2,2,1,1,1420,61,6,2.4,4.2
2167,Sales,US,Level 1,0.4,0.51,3,274,2,0,0,medium,60,2,2,1,1,2799,76,7,2.4,4.2
2168,Finance,Australia,Level 1,0.4,0.51,3,136,3,0,0,low,4,2,1,1,1,1346,75,10,2.4,4.2
2169,Human Resources,Japan,Level 1,0.4,0.51,4,193,3,0,0,high,49,1,1,1,2,2715,86,8,2.4,4.2
2170,IT,UK,Level 1,0.4,0.51,3,208,3,0,0,medium,8,1,1,2,1,2312,79,10,2.4,4.2
2171,Warehouse,Korea,Level 1,0.4,0.51,5,168,4,0,0,medium,50,1,1,2,1,1591,90,8,2.4,4.2
2172,Operations,France,Level 1,0.4,0.51,2,219,4,0,0,low,55,1,1,1,1,3926,78,9,2.4,4.2
2173,Sales,Colombia,Level 1,0.4,0.51,2,215,2,0,0,low,63,1,2,1,1,2024,80,10,2.4,4.2
2174,Finance,Colombia,Level 1,0.4,0.51,3,242,3,0,0,medium,6,2,2,1,2,2947,78,7,2.4,4.2
2175,Human Resources,China,Level 1,0.4,0.51,4,137,6,0,0,medium,31,1,2,1,2,1567,88,6,2.4,4.2
2176,IT,Colombia,Level 1,0.4,0.51,6,239,5,0,0,medium,24,2,1,2,2,2052,80,8,2.4,4.2
2177,Warehouse,Colombia,Level 1,0.4,0.51,3,257,3,0,0,low,6,2,2,2,1,2962,77,8,2.4,4.2
2178,Operations,Turkey,Level 1,0.4,0.51,5,134,3,0,0,low,25,2,2,1,1,1031,90,6,2.4,4.2
2179,Sales,Japan,Level 1,0.4,0.51,2,268,2,0,0,high,18,1,2,1,1,3152,80,7,2.4,4.2
2180,Finance,Korea,Level 1,0.4,0.51,4,254,2,0,0,medium,64,1,1,2,1,3754,78,9,2.4,4.2
2181,Human Resources,US,Level 1,0.4,0.51,5,215,7,0,0,high,65,1,1,1,1,2247,75,6,2.4,4.2
2182,IT,China,Level 1,0.4,0.51,3,211,7,0,0,medium,31,1,2,2,2,3759,76,10,2.4,4.2
2183,Warehouse,Turkey,Level 1,0.4,0.51,4,110,3,0,0,low,51,1,1,1,1,1255,86,7,2.4,4.2
2184,Operations,Turkey,Level 1,0.4,0.51,4,240,2,0,0,low,43,1,2,1,2,2581,78,9,2.4,4.2
2185,Sales,Korea,Level 1,0.4,0.51,5,195,4,0,0,low,61,1,1,1,1,2720,90,7,2.4,4.2
2186,Finance,UK,Level 1,0.4,0.51,2,160,3,1,1,low,47,5,2,1,1,1433,75,6,2.4,1.8
2187,Human Resources,US,Level 1,0.4,0.51,2,145,3,1,0,low,15,1,2,1,2,1986,66,7,2.4,1.8
2188,IT,US,Level 1,0.4,0.51,2,155,3,1,0,low,3,1,1,2,1,1992,68,7,2.4,1.8
2189,Warehouse,Colombia,Level 1,0.4,0.51,2,138,3,1,0,low,55,1,2,1,1,1378,71,9,2.4,1.8
2190,Operations,France,Level 1,0.4,0.51,2,147,3,1,0,low,33,1,2,1,1,1432,68,6,2.4,1.8
2191,Sales,Japan,Level 1,0.4,0.51,2,127,3,1,0,medium,52,1,1,1,2,6486,66,7,2.4,1.8
2192,Finance,Australia,VP,0.4,0.51,2,156,3,1,0,high,55,2,2,1,2,1771,65,6,2.4,1.8
2193,Human Resources,Turkey,Senior Director,0.4,0.51,2,155,3,1,0,low,64,1,2,1,2,1811,75,8,2.4,1.8
2194,IT,UK,Senior Director,0.4,0.51,2,153,3,1,0,low,28,1,1,1,2,1649,70,10,2.4,1.8
2195,Warehouse,Japan,Senior Director,0.4,0.51,2,127,3,1,0,medium,36,2,1,1,2,7602,70,9,2.4,1.8
2196,Operations,UK,Director,0.4,0.51,2,146,3,1,0,medium,15,2,1,1,2,6374,72,9,2.4,1.8
2197,Sales,Colombia,Director,0.4,0.51,2,140,3,1,0,medium,36,2,1,1,2,6196,75,8,2.4,1.8
2198,Finance,Turkey,Director,0.4,0.51,2,135,3,1,0,low,28,2,1,2,2,1799,69,9,2.4,1.8
2199,Human Resources,China,Director,0.4,0.51,2,159,3,1,0,medium,28,1,2,2,1,7746,75,7,2.4,1.8
2200,IT,France,Director,0.4,0.51,2,136,3,1,0,medium,40,2,2,2,1,6295,74,10,2.4,1.8
2201,Warehouse,US,Director,0.4,0.51,2,150,3,1,0,low,4,2,1,2,2,1942,68,9,2.4,1.8
2202,Operations,Japan,Senior Manager,0.4,0.51,2,151,3,1,0,medium,10,1,2,1,1,7860,75,10,2.4,1.8
2203,Sales,France,Senior Manager,0.4,0.51,2,155,3,1,0,medium,38,1,2,1,2,8422,62,8,2.4,1.8
2204,Finance,Korea,Senior Manager,0.4,0.51,2,129,3,1,0,low,59,2,1,2,1,1491,73,6,2.4,1.8
2205,Human Resources,Colombia,Senior Manager,0.4,0.51,2,136,3,1,0,medium,57,2,2,1,1,7543,61,10,2.4,1.8
2206,IT,Turkey,Senior Manager,0.4,0.51,2,134,3,1,0,medium,48,1,1,1,1,7312,61,7,2.4,1.8
2207,Warehouse,US,Senior Manager,0.4,0.51,2,145,3,1,0,low,13,1,1,1,1,1836,67,7,2.4,1.8
2208,Operations,Australia,Senior Manager,0.4,0.51,2,139,3,1,0,low,21,1,1,2,2,1906,62,6,2.4,1.8
2209,Sales,France,Senior Manager,0.4,0.51,2,141,3,1,0,low,49,1,2,2,2,1914,73,7,2.4,1.8
2210,Finance,Japan,Senior Manager,0.4,0.51,2,132,3,1,0,medium,63,2,2,2,1,7641,65,10,2.4,1.8
2211,Human Resources,France,Senior Manager,0.4,0.51,2,144,3,1,0,low,24,1,2,2,2,1079,67,8,2.4,1.8
2212,IT,Colombia,Senior Manager,0.4,0.51,2,130,3,1,0,low,61,1,1,1,2,1140,73,6,2.4,1.8
2213,Warehouse,Korea,Senior Manager,0.4,0.51,4,225,3,0,0,medium,48,1,2,1,1,2500,76,6,2.4,4.2
2214,Operations,Japan,Manager,0.4,0.51,2,153,3,0,0,high,24,1,2,2,2,1864,72,10,2.4,4.2
2215,Sales,Japan,Manager,0.4,0.51,4,185,3,0,0,high,7,2,2,2,2,2521,89,7,2.4,4.2
2216,Finance,Japan,Manager,0.4,0.51,2,146,3,0,0,low,5,1,1,2,1,1395,65,9,2.4,4.2
2217,Human Resources,UK,Manager,0.4,0.51,3,274,2,0,0,medium,53,1,1,2,2,3980,78,10,2.4,4.2
2218,IT,UK,Manager,0.4,0.51,3,136,3,0,0,low,22,1,1,1,2,1675,74,10,2.4,4.2
2219,Warehouse,Australia,Manager,0.4,0.51,4,193,3,0,0,high,14,2,1,2,2,3907,90,7,2.4,4.2
2220,Operations,China,Manager,0.4,0.51,3,208,3,0,0,medium,27,1,1,2,2,3771,76,10,2.4,4.2
2221,Sales,France,Manager,0.4,0.51,5,168,4,0,0,medium,55,1,2,1,2,1829,89,7,2.4,4.2
2222,Finance,Colombia,Manager,0.4,0.51,2,219,4,0,0,low,39,1,1,1,1,2285,80,10,2.4,4.2
2223,Human Resources,UK,Manager,0.4,0.51,2,215,2,0,0,low,6,1,2,1,2,2036,79,10,2.4,4.2
2224,IT,Australia,Manager,0.4,0.51,3,242,3,0,0,medium,60,1,2,2,2,2743,78,6,2.4,4.2
2225,Warehouse,Japan,Manager,0.4,0.51,4,137,6,0,0,medium,40,2,2,1,1,1754,89,7,2.4,4.2
2226,Operations,Korea,Manager,0.4,0.51,6,239,5,0,0,medium,44,2,1,1,1,3351,75,8,2.4,4.2
2227,Sales,Japan,Manager,0.4,0.51,3,257,3,0,0,low,3,1,1,2,2,3791,79,7,2.4,4.2
2228,Finance,Australia,Manager,0.4,0.51,5,134,3,0,0,low,63,2,2,1,1,1045,90,8,2.4,4.2
2229,Human Resources,Turkey,Manager,0.4,0.51,2,268,2,0,0,high,46,1,2,2,2,2624,79,7,2.4,4.2
2230,IT,US,Manager,0.4,0.51,4,254,2,0,0,medium,64,2,2,2,2,2616,76,10,2.4,4.2
2231,Warehouse,Turkey,Manager,0.4,0.51,5,215,7,0,0,high,24,1,2,1,1,2618,77,6,2.4,4.2
2232,Operations,Colombia,Manager,0.4,0.51,3,211,7,0,0,medium,14,2,2,2,2,2306,80,10,2.4,4.2
2233,Sales,France,Manager,0.4,0.51,4,110,3,0,0,low,51,2,1,1,2,1043,86,9,2.4,4.2
2234,Finance,France,Manager,0.4,0.51,4,240,2,0,0,low,1,1,1,1,2,2260,78,7,2.4,4.2
2235,Human Resources,Colombia,Manager,0.4,0.51,5,195,4,0,0,low,43,1,2,1,1,2713,90,7,2.4,4.2
2236,IT,Australia,Level 2-4,0.4,0.51,2,160,3,1,1,low,12,5,2,1,2,1051,72,6,2.4,1.8
2237,Warehouse,US,Level 2-4,0.4,0.51,2,145,3,1,0,low,53,2,2,2,1,1522,73,7,2.4,1.8
2238,Operations,Japan,Level 2-4,0.4,0.51,2,155,3,1,0,low,61,2,2,1,2,1649,67,6,2.4,1.8
2239,Sales,UK,Level 2-4,0.4,0.51,2,138,3,1,0,low,54,1,1,2,2,1665,69,8,2.4,1.8
2240,Finance,UK,Level 2-4,0.4,0.51,2,147,3,1,0,low,34,2,1,2,1,1927,71,8,2.4,1.8
2241,Human Resources,Japan,Level 2-4,0.4,0.51,2,127,3,1,0,medium,15,2,1,1,2,8043,67,9,2.4,1.8
2242,IT,Turkey,Level 2-4,0.4,0.51,2,156,3,1,0,high,24,1,1,1,1,1583,73,6,2.4,1.8
2243,Warehouse,Colombia,Level 2-4,0.4,0.51,2,155,3,1,0,low,58,2,1,1,1,1344,66,7,2.4,1.8
2244,Operations,Japan,Level 2-4,0.4,0.51,2,153,3,1,0,low,3,1,1,2,2,1128,65,10,2.4,1.8
2245,Sales,China,Level 2-4,0.4,0.51,2,127,3,1,0,medium,59,2,1,2,2,6259,60,8,2.4,1.8
2246,Finance,Australia,Level 2-4,0.4,0.51,2,146,3,1,0,medium,41,1,2,1,2,6732,70,10,2.4,1.8
2247,Human Resources,Korea,Level 2-4,0.4,0.51,2,140,3,1,0,medium,52,2,2,2,1,8394,72,10,2.4,1.8
2248,IT,Korea,Level 2-4,0.4,0.51,2,135,3,1,0,low,14,2,1,1,1,1176,75,10,2.4,1.8
2249,Warehouse,France,Level 2-4,0.4,0.51,2,159,3,1,0,medium,31,1,2,2,2,6188,63,6,2.4,1.8
2250,Operations,Japan,Level 2-4,0.4,0.51,2,136,3,1,0,medium,41,1,1,2,2,8231,68,9,2.4,1.8
2251,Sales,US,Level 2-4,0.4,0.51,2,150,3,1,0,low,21,1,1,1,2,1511,61,8,2.4,1.8
2252,Finance,China,Level 2-4,0.4,0.51,2,151,3,1,0,medium,52,1,1,2,1,6309,73,9,2.4,1.8
2253,Human Resources,France,Level 2-4,0.4,0.51,2,155,3,1,0,medium,51,2,1,2,2,8165,68,6,2.4,1.8
2254,IT,Korea,Level 2-4,0.4,0.51,2,129,3,1,0,low,14,2,1,1,2,1574,71,6,2.4,1.8
2255,Warehouse,China,Level 2-4,0.4,0.51,2,136,3,1,0,medium,25,1,2,2,1,7805,61,8,2.4,1.8
2256,Operations,Japan,Level 2-4,0.4,0.51,2,134,3,1,0,medium,63,2,2,1,1,6857,60,8,2.4,1.8
2257,Sales,China,Level 2-4,0.4,0.51,2,145,3,1,0,low,61,1,2,1,2,1082,69,9,2.4,1.8
2258,Finance,France,Level 2-4,0.4,0.51,2,139,3,1,0,low,42,2,2,2,1,1248,70,8,2.4,1.8
2259,Human Resources,US,Level 2-4,0.4,0.51,2,141,3,1,0,low,17,2,1,1,2,1438,66,6,2.4,1.8
2260,IT,Colombia,Level 2-4,0.4,0.51,2,132,3,1,0,medium,37,1,1,2,2,7695,72,8,2.4,1.8
2261,Warehouse,Japan,Level 2-4,0.4,0.51,2,159,3,1,0,low,33,1,1,1,2,1456,72,8,2.4,1.8
2262,Operations,Japan,Level 2-4,0.4,0.51,2,154,3,1,0,low,49,2,1,2,1,1686,69,8,2.4,1.8
2263,Sales,Korea,Level 2-4,0.4,0.51,2,130,3,1,0,low,42,1,2,1,2,1836,65,10,2.4,1.8
2264,Finance,Colombia,Level 2-4,0.4,0.51,2,137,3,1,0,low,12,2,1,1,2,1064,67,10,2.4,1.8
2265,Human Resources,France,Level 2-4,0.4,0.51,2,128,3,1,0,low,20,1,2,2,1,1400,73,9,2.4,1.8
2266,IT,UK,Level 2-4,0.4,0.52,2,159,3,1,0,low,38,1,2,2,2,1458,66,9,2.4,1.8
2267,Warehouse,France,Level 2-4,0.4,0.52,2,154,3,1,0,medium,2,2,2,2,1,8252,70,8,2.4,1.8
2268,Operations,Turkey,Level 2-4,0.4,0.52,2,147,3,1,0,medium,61,2,2,1,1,8175,68,8,2.4,1.8
2269,Sales,Colombia,Level 2-4,0.4,0.52,2,158,3,1,0,medium,8,1,2,2,2,6721,70,8,2.4,1.8
2270,Finance,US,Level 2-4,0.4,0.52,2,160,3,1,0,low,4,2,1,1,1,1761,69,6,2.4,1.8
2271,Human Resources,China,Level 2-4,0.4,0.52,2,143,3,1,0,low,49,2,1,2,2,1316,72,9,2.4,1.8
